transaction_id,customer_id,customer_name,country,date,amount,category,merchant,currency
TX000442,CUST0138,Rafaela Pereira,PT,2025-05-31T04:36:29.913711,-36.04,Healthcare,Field,AUD
TX000443,CUST0137,Caetana Valente,PT,2025-10-18T01:58:29.913711,-107.13,Shopping,Huang-Pierce,USD
TX000444,CUST0128,Lisa Rowe,US,2025-08-20T03:13:29.913711,-8.36,Healthcare,Gibson-Barnes,CAD
TX000445,CUST0044,张芳,CN,2025-01-24T17:13:29.913711,-191.68,Groceries,Lutz-Sweeney,AUD
TX000446,CUST0051,Jill Brooks,GB,2025-09-17T15:15:29.913711,-137.65,Rent,Smith Inc,EUR
TX000447,CUST0022,Augustin Perrot,FR,2025-05-18T03:47:29.913711,-32.96,Healthcare,"Bryan, Wilson and Robinson",USD
TX000448,CUST0179,Luke Palmer,GB,2025-09-16T04:55:29.913711,-178.06,Dining,"Meyers, Martinez and Johnson",EUR
TX000449,CUST0027,Azra van der Horst,NL,2025-08-15T14:12:29.913711,-95.55,Utilities,Mitchell PLC,AUD
TX000450,CUST0067,Tomé Simões,PT,2025-05-16T06:53:29.913711,-107.76,Healthcare,"Williamson, Sullivan and Austin",AUD
TX000451,CUST0036,Geneviève Traore de la Louis,FR,2025-09-13T06:05:29.913711,-192.44,Dining,Gas,CNY
TX000452,CUST0176,Nicoletta Mannoia,IT,2025-03-01T12:09:29.913711,-147.63,Entertainment,Kelley Inc,CNY
TX000453,CUST0077,Magdalena Lucas Grande,ES,2025-04-08T19:15:29.913711,-64.24,Entertainment,Brown Inc,JPY
TX000454,CUST0034,Ángela Martinez Cuadrado,ES,2025-04-03T09:50:29.913711,-137.43,Dining,"White, King and Nguyen",EUR
TX000455,CUST0048,吉田 直人,JP,2025-06-14T17:20:29.913711,-55.52,Shopping,Johnson PLC,CNY
TX000456,CUST0014,Tanya Fowler,US,2025-07-21T15:26:29.913711,-101.17,Utilities,"Wagner, Briggs and Hawkins",USD
TX000457,CUST0044,张芳,CN,2025-02-06T17:15:29.913711,-193.55,Groceries,"Cook, Ruiz and Johnson",CNY
TX000458,CUST0180,Ugo Micheletti-Parini,IT,2025-02-09T18:45:29.913711,-101.5,Shopping,Harrison-Zavala,EUR
TX000459,CUST0174,Julia Mcdaniel,US,2024-11-15T17:45:29.913711,-113.01,Entertainment,Hand,CAD
TX000460,CUST0150,ललित दत्ता,IN,2025-08-09T21:44:29.913711,-25.57,Groceries,Torres Ltd,EUR
TX000461,CUST0072,Prof. Ann-Kathrin Stiebitz,DE,2024-11-14T22:25:29.913711,-88.41,Groceries,Old,JPY
TX000462,CUST0165,गणेश वफादार,IN,2025-02-24T07:35:29.913711,-120.15,Utilities,Bell-Harrison,USD
TX000463,CUST0121,Rafaela Oliveira,PT,2025-01-07T06:33:29.913711,-198.35,Rent,"Ferguson, Mccoy and Weeks",INR
TX000464,CUST0182,Gérard Leclerc,FR,2025-10-30T06:39:29.913711,3635.33,Salary,Jones LLC,INR
TX000465,CUST0055,逯雪,CN,2025-06-26T20:05:29.913711,-78.4,Entertainment,"Gonzalez, Smith and Wright",USD
TX000466,CUST0130,Cynthia Henck,DE,2025-10-05T21:57:29.913711,-81.24,Rent,"Wilson, Harmon and Briggs",EUR
TX000467,CUST0123,Caroline de la Arnaud,FR,2024-12-02T20:39:29.913711,-32.01,Rent,"Gilbert, Allen and Walker",INR
TX000468,CUST0048,吉田 直人,JP,2025-01-16T03:10:29.913711,-188.93,Utilities,Somebody,AUD
TX000469,CUST0169,Herr Felix Gorlitz B.Eng.,DE,2025-04-13T07:30:29.913711,-72.2,Dining,Machine,INR
TX000470,CUST0107,Dave Boogaerts-Leene,NL,2025-05-26T23:09:29.913711,-61.93,Groceries,Wagner-Moore,JPY
TX000471,CUST0087,Pippa Sanders,NL,2025-02-22T07:56:29.913711,-107.23,Rent,Join,CNY
TX000472,CUST0129,Jean Lewis-Collins,GB,2025-04-02T16:15:29.913711,-91.14,Rent,"Perez, Moore and Miller",CAD
TX000473,CUST0032,Kyara do Gaspar,PT,2025-03-13T10:13:29.913711,-22.04,Healthcare,Dream,CNY
TX000474,CUST0167,陈岩,CN,2024-12-15T17:44:29.913711,-30.07,Utilities,Mueller-Turner,CNY
TX000475,CUST0095,Robin Sexton,US,2025-03-14T04:40:29.913711,-177.03,Entertainment,Jones-Valenzuela,EUR
TX000476,CUST0120,曾霞,CN,2025-02-08T02:29:29.913711,-125.57,Shopping,Clark Ltd,USD
TX000477,CUST0038,Ms Joan White,GB,2025-01-09T16:43:29.913711,4985.83,Salary,Soon,CAD
TX000478,CUST0036,Geneviève Traore de la Louis,FR,2025-04-11T08:33:29.913711,-104.92,Dining,"Davis, Lozano and Lyons",GBP
TX000479,CUST0080,Katy Armstrong,GB,2025-09-20T11:22:29.913711,-159.17,Entertainment,"Smith, Roberts and Lowe",GBP
TX000480,CUST0125,田中 春香,JP,2024-12-15T15:01:29.913711,4005.87,Salary,"Mooney, Garza and Abbott",CAD
TX000481,CUST0098,Rocco Anichini-Scarpetta,IT,2024-11-02T11:56:29.913711,-127.25,Groceries,Davis Group,CNY
TX000482,CUST0193,अंकुर वाल,IN,2025-07-29T16:23:29.913711,-77.8,Dining,"Johnson, David and Bryan",CNY
TX000483,CUST0079,जया दयाल,IN,2025-01-05T13:46:29.913711,-140.31,Entertainment,"Johnston, Gallagher and Wood",USD
TX000484,CUST0076,अवनी डानी,IN,2025-03-29T01:08:29.913711,-97.8,Entertainment,Marsh-Ruiz,GBP
TX000485,CUST0087,Pippa Sanders,NL,2025-07-08T22:10:29.913711,-15.12,Groceries,Represent,AUD
TX000486,CUST0004,Colette Chrétien de la Rodriguez,FR,2025-02-24T18:08:29.913711,-288.81,Transfer,Lopez-Ross,GBP
TX000487,CUST0031,Ing. Krista Kallert MBA.,DE,2025-05-07T09:03:29.913711,-126.84,Shopping,"Price, Townsend and Harris",USD
TX000488,CUST0152,Dr Graeme Jones,GB,2024-11-25T07:28:29.913711,-196.15,Rent,Guzman Inc,AUD
TX000489,CUST0113,Renate Conradi,DE,2025-05-13T13:57:29.913711,-63.14,Utilities,Coleman Inc,USD
TX000490,CUST0077,Magdalena Lucas Grande,ES,2025-06-04T07:28:29.913711,-147.35,Rent,Douglas-Allen,GBP
TX000491,CUST0107,Dave Boogaerts-Leene,NL,2024-12-24T03:08:29.913711,-144.87,Rent,"Jimenez, Frye and Quinn",CAD
TX000492,CUST0050,Micael Batista,PT,2025-09-07T17:11:29.913711,-97.99,Utilities,Ramsey Inc,AUD
TX000493,CUST0075,Nathalie Alves-Evrard,FR,2025-01-21T11:57:29.913711,-159.5,Entertainment,Miss,CNY
TX000494,CUST0060,Brianna Smith,US,2024-11-01T11:04:29.913711,-178.47,Groceries,Smith-Ferguson,CAD
TX000495,CUST0038,Ms Joan White,GB,2024-12-17T02:26:29.913711,-180.25,Dining,Macias PLC,JPY
TX000496,CUST0116,斎藤 桃子,JP,2025-03-31T18:51:29.913711,-41.43,Groceries,Name,INR
TX000497,CUST0092,Diane Lelièvre,FR,2025-10-12T20:49:29.913711,-181.48,Dining,"Warren, Warren and Horne",USD
TX000498,CUST0002,Lance Moore,US,2025-01-10T08:03:29.913711,-130.28,Groceries,"Marquez, Fletcher and Robinson",INR
TX000499,CUST0187,Amber Smith,GB,2024-12-17T22:14:29.913711,-177.8,Travel,Stewart-Moore,CAD
TX000500,CUST0069,Bo Schulten,NL,2025-05-17T09:16:29.913711,-117.76,Entertainment,Beyond,GBP
TX000501,CUST0028,周丽丽,CN,2025-01-07T09:08:29.913711,-16.22,Groceries,Thomas LLC,AUD
TX000502,CUST0151,Dott. Mirko Buonauro,IT,2025-07-06T05:05:29.913711,5279.26,Salary,Torres-Mann,USD
TX000503,CUST0175,王云,CN,2025-01-06T02:20:29.913711,-26.92,Entertainment,"Berger, Ellis and Velazquez",EUR
TX000504,CUST0066,Leigh Watts,GB,2025-10-01T20:22:29.913711,-67.8,Dining,"Burton, Andersen and Evans",JPY
TX000505,CUST0171,Dogan Zobel,DE,2025-04-23T02:55:29.913711,-79.44,Dining,Robinson-Livingston,JPY
TX000506,CUST0123,Caroline de la Arnaud,FR,2025-04-27T08:05:29.913711,-171.01,Rent,Game,USD
TX000507,CUST0002,Lance Moore,US,2025-09-25T15:54:29.913711,-33.89,Shopping,New,EUR
TX000508,CUST0192,Ilja Zänker,DE,2025-07-09T20:37:29.913711,-145.76,Travel,Rice Inc,AUD
TX000509,CUST0103,宋博,CN,2025-02-28T12:51:29.913711,-88.26,Entertainment,Hughes LLC,CAD
TX000510,CUST0114,Inès Guillot,FR,2025-04-10T13:53:29.913711,-196.54,Dining,Swanson-Gordon,USD
TX000511,CUST0142,Dionisio Pozo Gallo,ES,2025-08-08T11:14:29.913711,-82.18,Groceries,Gill Inc,INR
TX000512,CUST0130,Cynthia Henck,DE,2025-08-14T17:03:29.913711,-14.68,Dining,"Johnson, Cabrera and Phillips",USD
TX000513,CUST0057,陆彬,CN,2025-06-20T20:57:29.913711,-83.01,Dining,"King, Scott and Choi",CNY
TX000514,CUST0183,Dana Owens,US,2025-06-19T13:28:29.913711,-156.76,Dining,Armstrong Group,INR
TX000515,CUST0140,Bo Lind,NL,2025-07-25T22:06:29.913711,-25.11,Groceries,Lloyd-Quinn,AUD
TX000516,CUST0027,Azra van der Horst,NL,2025-03-11T05:34:29.913711,-18.61,Groceries,"Martin, Smith and Cook",CAD
TX000517,CUST0048,吉田 直人,JP,2025-04-22T14:10:29.913711,7486.39,Salary,Prevent,EUR
TX000518,CUST0197,Carlota Company Rojas,ES,2025-06-19T01:04:29.913711,-101.68,Rent,Section,USD
TX000519,CUST0135,马静,CN,2024-11-25T04:21:29.913711,5095.84,Salary,Item,GBP
TX000520,CUST0177,Tom Hoppenbrouwer,NL,2025-08-23T16:08:29.913711,-179.81,Shopping,Reilly and Sons,CNY
TX000521,CUST0129,Jean Lewis-Collins,GB,2025-05-16T00:00:29.913711,-51.34,Shopping,Jones Inc,CNY
TX000522,CUST0075,Nathalie Alves-Evrard,FR,2025-06-19T14:30:29.913711,5900.1,Salary,Schaefer Inc,INR
TX000523,CUST0179,Luke Palmer,GB,2025-08-07T21:07:29.913711,-92.05,Dining,Huerta Inc,JPY
TX000524,CUST0159,長谷川 美加子,JP,2025-03-29T07:44:29.913711,-174.13,Shopping,Tran and Sons,GBP
TX000525,CUST0128,Lisa Rowe,US,2025-08-05T09:02:29.913711,-177.5,Travel,Owens and Sons,CAD
TX000526,CUST0149,Rosaura Monreal Rios,ES,2025-08-20T08:07:29.913711,6235.08,Salary,Total,INR
TX000527,CUST0108,Noah Simões,PT,2024-11-07T02:28:29.913711,-171.66,Groceries,Gonzalez Ltd,JPY
TX000528,CUST0068,Samuel Escrivá Barral,ES,2025-01-21T20:05:29.913711,-36.32,Utilities,Chung Group,INR
TX000529,CUST0052,石井 七夏,JP,2025-08-04T11:44:29.913711,-180.02,Shopping,Medical,JPY
TX000530,CUST0190,渡辺 裕太,JP,2025-09-28T03:46:29.913711,-47.06,Utilities,Galloway-David,INR
TX000531,CUST0177,Tom Hoppenbrouwer,NL,2025-10-06T12:21:29.913711,-118.77,Travel,Phillips Inc,CNY
TX000532,CUST0141,高橋 直人,JP,2024-11-27T11:09:29.913711,-78.99,Utilities,Powell Ltd,CAD
TX000533,CUST0057,陆彬,CN,2025-09-21T09:07:29.913711,-52.75,Rent,Keller-Anderson,JPY
TX000534,CUST0198,池田 結衣,JP,2025-02-07T19:50:29.913711,-66.88,Groceries,Hunter Inc,GBP
TX000535,CUST0188,Benthe Dennenberg,NL,2025-07-21T13:46:29.913711,-145.57,Groceries,Diaz-Vazquez,GBP
TX000536,CUST0149,Rosaura Monreal Rios,ES,2025-03-10T10:43:29.913711,-17.19,Entertainment,"Foster, Hayes and Watkins",CNY
TX000537,CUST0152,Dr Graeme Jones,GB,2024-11-27T07:01:29.913711,-141.27,Shopping,Lopez-Taylor,CNY
TX000538,CUST0018,坂本 太一,JP,2025-10-28T20:55:29.913711,-164.15,Utilities,"House, Cunningham and Cruz",GBP
TX000539,CUST0106,आशा कृष्णन,IN,2025-08-06T03:47:29.913711,-156.87,Groceries,"Dean, Castaneda and Fox",CNY
TX000540,CUST0084,佐々木 明美,JP,2025-05-03T19:35:29.913711,118.28,Transfer,Burton-Gonzales,USD
TX000541,CUST0029,César de Amador,ES,2025-10-08T21:50:29.913711,-74.76,Utilities,Marriage,JPY
TX000542,CUST0010,Ruth Jones,GB,2025-10-15T20:46:29.913711,-15.73,Shopping,Jones Group,INR
TX000543,CUST0006,Janine Beyer,DE,2025-07-22T21:54:29.913711,-113.12,Shopping,Adams-Knight,JPY
TX000544,CUST0082,"लता, दिव्या",IN,2025-07-21T12:28:29.913711,-13.53,Groceries,"Hicks, Ortega and Saunders",USD
TX000545,CUST0160,Dipl.-Ing. Francesca Harloff B.Sc.,DE,2024-12-03T17:04:29.913711,-158.43,Rent,Hernandez-Johnson,EUR
TX000546,CUST0052,石井 七夏,JP,2025-08-03T09:18:29.913711,275.21,Transfer,"Chavez, Booker and Thomas",EUR
TX000547,CUST0191,Dr. Michail Trupp B.Eng.,DE,2025-10-17T14:23:29.913711,-135.32,Entertainment,Anderson-Hicks,USD
TX000548,CUST0045,Amaya Cabrera Rebollo,ES,2025-03-09T03:26:29.913711,-155.61,Healthcare,Marshall LLC,AUD
TX000549,CUST0115,高橋 康弘,JP,2025-09-18T22:49:29.913711,-124.05,Travel,"Bishop, Rivera and Stewart",USD
TX000550,CUST0164,Jose Manuel Arjona Jerez,ES,2025-09-12T13:10:29.913711,-191.12,Dining,Up,CNY
TX000551,CUST0128,Lisa Rowe,US,2024-12-24T20:12:29.913711,-81.72,Dining,"Jones, Phillips and Reeves",CAD
TX000552,CUST0097,Tiffany Morrow,US,2025-05-22T07:23:29.913711,-95.97,Entertainment,Gregory-Johnson,AUD
TX000553,CUST0139,仇倩,CN,2025-04-01T06:31:29.913711,-27.04,Utilities,Eat,CNY
TX000554,CUST0002,Lance Moore,US,2025-08-11T03:31:29.913711,-199.02,Groceries,Sanchez-Ochoa,EUR
TX000555,CUST0078,"डानी, एषा",IN,2025-02-16T10:09:29.913711,-132.95,Shopping,Scott-Dixon,GBP
TX000556,CUST0041,Martin Williams,GB,2025-02-02T18:01:29.913711,-162.11,Shopping,Perez-Leach,USD
TX000557,CUST0192,Ilja Zänker,DE,2025-08-09T01:03:29.913711,-143.32,Healthcare,Williams-Lee,EUR
TX000558,CUST0050,Micael Batista,PT,2025-08-25T01:43:29.913711,-69.1,Travel,Hale LLC,INR
TX000559,CUST0158,Catalina Domínguez-Grau,ES,2024-12-05T16:42:29.913711,-135.97,Entertainment,Johnson-Salazar,GBP
TX000560,CUST0144,Tiffany Thompson,US,2025-08-17T22:13:29.913711,-116.48,Travel,"Shaw, Rice and Smith",JPY
TX000561,CUST0056,Leone Cusano,IT,2025-10-31T10:03:29.913711,6880.77,Salary,Fitzgerald PLC,CNY
TX000562,CUST0122,Rita Leone,IT,2025-06-25T00:44:29.913711,-105.04,Dining,"Phillips, Chen and Camacho",EUR
TX000563,CUST0071,Rosario Guinizzelli-Trillini,IT,2025-01-11T03:34:29.913711,-27.16,Utilities,Romero-James,EUR
TX000564,CUST0004,Colette Chrétien de la Rodriguez,FR,2025-07-18T06:23:29.913711,-87.11,Shopping,"Johnson, Ward and Garcia",JPY
TX000565,CUST0009,小川 知実,JP,2025-08-09T18:56:29.913711,-94.76,Shopping,Webb-Wheeler,GBP
TX000566,CUST0093,अयान कृष्णमूर्ति,IN,2025-05-19T18:19:29.913711,-57.02,Dining,Thompson PLC,CAD
TX000567,CUST0128,Lisa Rowe,US,2025-07-19T12:47:29.913711,-197.93,Travel,Pruitt-Wall,GBP
TX000568,CUST0193,अंकुर वाल,IN,2025-07-21T14:50:29.913711,-89.56,Groceries,"Mcguire, Michael and Brady",GBP
TX000569,CUST0188,Benthe Dennenberg,NL,2025-07-05T21:24:29.913711,-104.91,Utilities,Santiago-Edwards,CNY
TX000570,CUST0059,Tracy Smith,GB,2024-11-22T07:35:29.913711,-45.67,Entertainment,"Lindsey, Frank and Jones",CAD
TX000571,CUST0011,林丽华,CN,2024-11-21T06:42:29.913711,-11.15,Groceries,Knapp-Moore,INR
TX000572,CUST0189,Emily Watts,GB,2025-03-15T04:56:29.913711,-126.55,Healthcare,"Casey, Butler and Johnson",EUR
TX000573,CUST0132,Elfi Hethur MBA.,DE,2025-03-08T23:20:29.913711,-120.86,Utilities,Southern,CNY
TX000574,CUST0124,Christl Schacht,DE,2025-07-05T05:22:29.913711,-172.9,Entertainment,Mejia-Roberts,EUR
TX000575,CUST0131,अमायरा कुलकर्णी,IN,2025-09-25T18:35:29.913711,-169.32,Groceries,Hanson-Cook,EUR
TX000576,CUST0169,Herr Felix Gorlitz B.Eng.,DE,2025-02-26T00:13:29.913711,-177.9,Travel,Li and Sons,CAD
TX000577,CUST0053,Rosa Porras González,ES,2025-08-29T16:03:29.913711,-195.62,Shopping,"Brown, Huffman and Jones",GBP
TX000578,CUST0034,Ángela Martinez Cuadrado,ES,2025-09-19T02:24:29.913711,-171.36,Shopping,Aguilar-Green,GBP
TX000579,CUST0132,Elfi Hethur MBA.,DE,2025-05-27T05:58:29.913711,-28.69,Rent,Moore Ltd,INR
TX000580,CUST0021,森 里佳,JP,2025-02-19T01:00:29.913711,367.3,Transfer,"Calderon, Long and Johnson",AUD
TX000581,CUST0153,Isabela del Valls,ES,2025-01-13T05:14:29.913711,-78.47,Dining,Howe and Sons,GBP
TX000582,CUST0185,吴超,CN,2025-10-17T21:21:29.913711,-84.83,Entertainment,Diaz Ltd,AUD
TX000583,CUST0033,Silvestro Palumbo,IT,2024-12-25T10:34:29.913711,-22.68,Entertainment,"Copeland, Smith and Green",GBP
TX000584,CUST0155,Andrea Kranz,DE,2024-12-19T15:52:29.913711,-83.04,Shopping,Knowledge,EUR
TX000585,CUST0023,"गणेश, गौतम",IN,2025-07-05T07:30:29.913711,-94.84,Shopping,Guzman LLC,AUD
TX000586,CUST0133,अदिती सेनाधीश,IN,2025-06-03T22:17:29.913711,-96.69,Groceries,Sheppard and Sons,CAD
TX000587,CUST0196,Milena Sorgatz-Hartmann,DE,2025-05-14T21:59:29.913711,-22.97,Shopping,Scientist,EUR
TX000588,CUST0108,Noah Simões,PT,2025-01-07T18:52:29.913711,-22.53,Dining,"Anderson, Orr and Davis",AUD
TX000589,CUST0065,Valérie Lévêque,FR,2025-02-04T11:07:29.913711,-198.61,Dining,"Dorsey, Johnson and Burns",USD
TX000590,CUST0096,Christine Grondin,FR,2025-10-01T17:06:29.913711,-120.28,Shopping,Clark-Macias,AUD
TX000591,CUST0166,鈴木 幹,JP,2025-08-26T18:38:29.913711,-117.41,Shopping,Martin and Sons,INR
TX000592,CUST0174,Julia Mcdaniel,US,2025-05-22T16:48:29.913711,-91.28,Healthcare,"Webster, Thomas and Watts",CAD
TX000593,CUST0064,Karl Bowen,GB,2025-04-07T04:44:29.913711,-122.36,Dining,Martinez Group,EUR
TX000594,CUST0191,Dr. Michail Trupp B.Eng.,DE,2025-02-26T01:12:29.913711,-168.45,Dining,Yang-Sullivan,AUD
TX000595,CUST0086,Maurizio Wulf,DE,2025-08-09T06:06:29.913711,-189.85,Dining,"Castillo, Johnson and Williams",USD
TX000596,CUST0023,"गणेश, गौतम",IN,2025-01-14T02:21:29.913711,-182.81,Rent,Ward-Brooks,CNY
TX000597,CUST0020,Charles Parrish,US,2025-09-07T12:08:29.913711,-8.03,Travel,Porter-Ryan,INR
TX000598,CUST0182,Gérard Leclerc,FR,2025-09-01T12:11:29.913711,-75.14,Shopping,Avila-White,JPY
TX000599,CUST0168,Charlotte Teixeira,FR,2025-07-23T19:34:29.913711,-83.09,Groceries,Harris-Oliver,JPY
TX000600,CUST0157,Nicholas Price,US,2025-01-26T07:24:29.913711,-72.27,Travel,But,EUR
TX000601,CUST0070,आरुष आहूजा,IN,2025-05-23T22:04:29.913711,-85.71,Travel,"Davidson, Moore and Horton",EUR
TX000602,CUST0023,"गणेश, गौतम",IN,2025-08-08T20:08:29.913711,-21.57,Shopping,Vargas-Thompson,INR
TX000603,CUST0057,陆彬,CN,2025-09-06T16:51:29.913711,74.91,Transfer,Jenkins-Munoz,AUD
TX000604,CUST0129,Jean Lewis-Collins,GB,2024-12-25T03:26:29.913711,-133.71,Entertainment,Hernandez-Warner,INR
TX000605,CUST0137,Caetana Valente,PT,2025-08-21T19:06:29.913711,3639.56,Salary,"Jackson, Walsh and Doyle",JPY
TX000606,CUST0193,अंकुर वाल,IN,2025-04-23T01:05:29.913711,-85.57,Entertainment,"Jackson, Hughes and Chen",EUR
TX000607,CUST0066,Leigh Watts,GB,2024-12-04T23:02:29.913711,-157.03,Shopping,Clark LLC,CNY
TX000608,CUST0105,Emmanuel Briand,FR,2025-04-30T02:56:29.913711,-37.73,Groceries,Cook-Williamson,EUR
TX000609,CUST0102,Adrien Charpentier,FR,2025-10-11T10:14:29.913711,-91.86,Travel,Gonzales Inc,CNY
TX000610,CUST0090,"मदन, ऐश्वर्या",IN,2025-02-20T04:39:29.913711,-54.5,Groceries,Program,JPY
TX000611,CUST0127,Ross Dennis,GB,2025-02-10T18:09:29.913711,-148.25,Utilities,Brown-Thomas,JPY
TX000612,CUST0158,Catalina Domínguez-Grau,ES,2025-05-01T15:11:29.913711,-20.56,Groceries,Brown Group,CAD
TX000613,CUST0157,Nicholas Price,US,2024-11-04T03:24:29.913711,-127.62,Shopping,"Jenkins, Benson and Richmond",INR
TX000614,CUST0125,田中 春香,JP,2025-02-02T02:39:29.913711,-53.72,Travel,Hardy-Gonzales,AUD
TX000615,CUST0122,Rita Leone,IT,2025-08-03T11:54:29.913711,-32.22,Travel,Valdez Group,CAD
TX000616,CUST0030,Ryan Smith,US,2025-10-24T02:51:29.913711,-198.36,Travel,Mitchell-Wilson,AUD
TX000617,CUST0148,森 花子,JP,2024-12-21T20:45:29.913711,-149.36,Rent,"Bryant, Fisher and Jackson",JPY
TX000618,CUST0068,Samuel Escrivá Barral,ES,2025-06-30T05:43:29.913711,-102.74,Travel,Fitzgerald Group,CNY
TX000619,CUST0093,अयान कृष्णमूर्ति,IN,2025-05-24T18:50:29.913711,-174.43,Groceries,Lin-Clark,JPY
TX000620,CUST0025,Ivo Vicente,PT,2025-03-18T17:57:29.913711,3666.18,Salary,Warren-Reese,GBP
TX000621,CUST0121,Rafaela Oliveira,PT,2024-11-04T15:48:29.913711,-5.87,Entertainment,Five,CNY
TX000622,CUST0124,Christl Schacht,DE,2025-04-02T18:57:29.913711,-190.7,Shopping,"Young, Marquez and Davis",GBP
TX000623,CUST0015,Jacob Moore-Martin,GB,2025-02-18T18:52:29.913711,-181.22,Shopping,Gutierrez-Thomas,INR
TX000624,CUST0092,Diane Lelièvre,FR,2025-05-04T03:57:29.913711,-242.29,Transfer,Bailey-Zavala,EUR
TX000625,CUST0089,Elba Alcaraz-Real,ES,2025-10-14T05:34:29.913711,-73.28,Healthcare,"Norton, Crawford and Orr",INR
TX000626,CUST0090,"मदन, ऐश्वर्या",IN,2025-04-16T07:54:29.913711,-56.38,Entertainment,Standard,AUD
TX000627,CUST0157,Nicholas Price,US,2025-03-27T01:02:29.913711,368.26,Transfer,"Booker, Wright and Hill",CNY
TX000628,CUST0107,Dave Boogaerts-Leene,NL,2025-09-20T05:58:29.913711,7349.51,Salary,Holt Group,CNY
TX000629,CUST0058,Michel Pinto,FR,2025-04-09T21:03:29.913711,-147.84,Utilities,"Graham, Nichols and Perkins",INR
TX000630,CUST0113,Renate Conradi,DE,2025-05-05T09:59:29.913711,-112.19,Entertainment,Moore LLC,USD
TX000631,CUST0032,Kyara do Gaspar,PT,2025-03-01T07:38:29.913711,200.7,Transfer,Hall-Sanchez,GBP
TX000632,CUST0101,Gordon Lowe,GB,2024-12-22T13:26:29.913711,-26.81,Transfer,Grant-Larson,AUD
TX000633,CUST0134,Pedro Rodrigues,PT,2024-12-12T13:38:29.913711,-183.56,Rent,Opportunity,AUD
TX000634,CUST0079,जया दयाल,IN,2025-02-25T18:09:29.913711,-77.84,Utilities,"Kim, Merritt and Young",GBP
TX000635,CUST0007,Roger Ryan,GB,2024-11-18T07:44:29.913711,-136.59,Shopping,"Wall, Jones and Simpson",INR
TX000636,CUST0140,Bo Lind,NL,2025-06-15T15:06:29.913711,-84.79,Healthcare,"Anderson, Zimmerman and Murphy",AUD
TX000637,CUST0134,Pedro Rodrigues,PT,2025-09-24T06:56:29.913711,-132.3,Utilities,"Rodriguez, Ellis and Roberts",EUR
TX000638,CUST0113,Renate Conradi,DE,2025-04-06T21:48:29.913711,-140.8,Utilities,"Potter, Chung and Ware",GBP
TX000639,CUST0088,Gonçalo Anjos,PT,2025-03-27T01:56:29.913711,-20.19,Groceries,Every,CAD
TX000640,CUST0076,अवनी डानी,IN,2024-11-05T00:13:29.913711,-154.91,Utilities,Fleming-Taylor,CNY
TX000641,CUST0048,吉田 直人,JP,2025-05-30T03:49:29.913711,-168.16,Travel,"Jones, Morrison and Green",AUD
TX000642,CUST0096,Christine Grondin,FR,2025-02-20T18:27:29.913711,2676.93,Salary,Morris Group,INR
TX000643,CUST0072,Prof. Ann-Kathrin Stiebitz,DE,2025-09-29T09:56:29.913711,-119.48,Shopping,Effort,GBP
TX000644,CUST0034,Ángela Martinez Cuadrado,ES,2025-03-28T14:02:29.913711,-111.71,Entertainment,Mercer Ltd,CAD
TX000645,CUST0048,吉田 直人,JP,2025-04-13T10:31:29.913711,-95.68,Groceries,Wise and Sons,EUR
TX000646,CUST0072,Prof. Ann-Kathrin Stiebitz,DE,2025-03-17T15:07:29.913711,1057.43,Salary,Gallagher LLC,USD
TX000647,CUST0126,Vigo van der Flaas,NL,2025-02-19T20:48:29.913711,-44.1,Utilities,Wrong,CAD
TX000648,CUST0178,Tammy Buchanan,US,2024-11-16T20:27:29.913711,-14.43,Shopping,"Baker, Green and Butler",AUD
TX000649,CUST0018,坂本 太一,JP,2025-08-06T01:33:29.913711,-35.9,Groceries,From,USD
TX000650,CUST0031,Ing. Krista Kallert MBA.,DE,2025-03-07T23:11:29.913711,-252.84,Transfer,What,JPY
TX000651,CUST0117,Leocadio Severino Bermejo Rius,ES,2024-12-19T03:04:29.913711,-27.17,Transfer,"Wade, Olsen and Williams",INR
TX000652,CUST0082,"लता, दिव्या",IN,2025-01-21T07:08:29.913711,-17.2,Groceries,Hamilton Ltd,INR
TX000653,CUST0123,Caroline de la Arnaud,FR,2025-09-22T19:34:29.913711,-189.84,Travel,"Stevens, Taylor and Beck",EUR
TX000654,CUST0060,Brianna Smith,US,2025-09-20T23:42:29.913711,-45.09,Groceries,Park Inc,AUD
TX000655,CUST0062,Henri Philippe,FR,2024-11-04T11:59:29.913711,-107.32,Dining,"Morgan, Reynolds and Hudson",CNY
TX000656,CUST0197,Carlota Company Rojas,ES,2024-12-15T17:32:29.913711,-66.24,Entertainment,Ward-Mcneil,USD
TX000657,CUST0015,Jacob Moore-Martin,GB,2025-05-02T06:31:29.913711,-45.66,Dining,Jimenez-Hunter,JPY
TX000658,CUST0081,孙淑英,CN,2025-08-13T07:10:29.913711,-26.1,Travel,Cook Group,USD
TX000659,CUST0176,Nicoletta Mannoia,IT,2025-05-12T22:08:29.913711,-24.76,Groceries,"Mosley, Moore and Price",CAD
TX000660,CUST0143,村上 零,JP,2025-03-31T04:06:29.913711,-89.49,Entertainment,Osborne-Alexander,CNY
TX000661,CUST0187,Amber Smith,GB,2025-06-27T19:17:29.913711,-21.68,Shopping,Bridges-Davila,EUR
TX000662,CUST0135,马静,CN,2025-01-19T00:40:29.913711,-94.39,Shopping,Webster LLC,AUD
